circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,GP PUPPALGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,40,40.0,7369.0,99.25
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,LALAMMA GARDEN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,205.0,3.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DAMARU GIDDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,6634.0,30.3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DEVARAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,966.0,27.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DHARMA SAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,3.0,3090.0,21.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,DUDYAGU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,3.0,938.0,15.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EARLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1704.0,20.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,EKKAREDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,4.0,2367.0,17.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,ERRANI KOTLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,2596.0,7.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,RUDRARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,720.0,19.63
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SAI REDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,0.0,6.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SANKYPALLY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,537.0,17.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SARDAR NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,4516.0,52.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SEETHARAM POOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,533.0,16.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SERIGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,150.0,9.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,SHABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,47,47.0,25637.0,191.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GOLLA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,804.0,11.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GOLLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,3.0,3924.0,18.35
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,GUNDAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,6.0,1343.0,52.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,HASTEPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,3.0,3816.0,15.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,HUSSAINPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,1.0,16.0,6.15
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,IBRAHIMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,6.0,3934.0,31.3
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,JALAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,1.0,377.0,21.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KAMMETTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,8.0,2776.0,27.85
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KANDAWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,10300.0,28.38
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KESARAM(C),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,8.0,1428.0,39.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KHANAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2824.0,14.6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KISHTAPURI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,228.0,12.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOTHA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2998.0,30.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KOWKUNTLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,12145.0,31.7
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,KUMMERA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2776.0,17.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,LAXMI GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,184.0,8.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MADI KATTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,618.0,11.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MALKAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,2847.0,19.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MALLA REDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1851.0,7.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MANDAGU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1169.0,5.6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MIRZAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2460.0,7.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,MUDMIYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2789.0,23.19
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NANCHERI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,171.0,16.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NARAYANADASS GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,546.0,6.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NAYALTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,1809.0,21.48
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,NOWLOYAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1.0,5.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PALGUTTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,920.0,15.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,PAMEENA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,7.0,4302.0,29.6
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,R GHANA POOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,585.0,13.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,RAMANNAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,5.0,7625.0,27.53
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,SAIREDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,1.0,345.0,8.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,SINGAPPA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1065.0,7.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,TALLARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,473.0,11.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,TANGADPELLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,11229.0,31.35
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,URELLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,4005.0,34.1
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,VENKANNAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1301.0,6.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,CHEVELLA,YENKA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,2878.0,25.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ANTHARAM-S,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,740.0,16.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ANTHI REDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,1378.0,11.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,APPAREDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1063.0,7.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ASPALLYGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,313.0,16.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BHANGIRI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,194.0,7.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BOBBILIGOAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,970.0,16.38
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,BODAM PAHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,3020.0,15.95
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHANDANVELLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,783.0,33.98
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHENNA SOLIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,187.0,24.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,CHERLA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,755.0,15.2
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DAMARLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,2769.0,7.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DAYALA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,107.0,8.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,DEVUNI GADDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,744.0,15.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,E ERRA VALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1497.0,8.55
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,EARRNI GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,447.0,14.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,ELGONDA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,3280.0,18.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,GOLLUR GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,160.0,8.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,GOPIGADDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,239.0,11.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,HAITA BAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2657.0,25.1
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KAKLOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,17.0,2035.0,49.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KESARAM (S),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,311.0,14.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KESHAVA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,1696.0,18.0
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KOMARBANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,600.0,12.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KUMARAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,1196.0,30.38
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KURVAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,2526.0,22.88
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LAXMIRAO GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,1120.0,18.5
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LINGAREDDY GUDA (D),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,155.0,12.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LINGAREDDY GUDA (M),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,167.0,7.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MACHAN PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,5.0,954.0,15.48
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MADDUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,812.0,29.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MAL REDDY GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,215.0,10.25
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MANMARY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1322.0,14.75
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MARYAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,5.0,310.0,14.25
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,KHAITHALAPUR  CT METERS ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,626.0,16.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,M/S.LOTHA CONSTRUCTIONS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,253.0,4.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,MOOSAPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,102.0,5.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,MOOSAPET CT METERS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,32,23.0,7726.0,139.38
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,201.0,20.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOWLIDODDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1730.0,13.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,GOWLIDODDI-2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,47.0,2.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,STREET LIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,259,259.0,78256.0,764.1
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VII TH PHASE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1134.0,45.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIITH PH KPHB COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,574.0,5.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV KHAJAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,993.0,54.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV NANAKRAMGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,6917.0,26.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,LINGAMPALLY HV,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,730.0,2.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PAPIREDDY NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1699.0,14.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,PWS TARANAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,229,226.0,69077.0,787.25
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,9TH PHASE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1350.0,19.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,DHARMA REDDY NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1102.0,16.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,EWS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,368.0,11.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,"HIG,MIG",LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1504.0,9.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,HV,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,212.0,3.75
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,KPHB COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,,0.0,26.25
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,JOURNALIST COLONY ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,359.0,20.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,41,40.0,14019.0,123.99
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,LIG ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,3839.0,36.75
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,LIG FLATS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,538.0,7.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,MIG,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1071.0,19.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,MIG FLATS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,534.0,6.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,P.W.S,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,17.0,3191.0,84.5
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,73,71.0,19826.0,373.76
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,102.0,10.75
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1462.0,26.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,OLD GACHIBOWLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,97.0,4.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,RAI DURGAM-2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1944.0,10.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,RAIDURGAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,5318.0,56.5
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,VENKATDRI NAGAR COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,16.0,2.0
CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,V TH PHASE KPHB,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1308.0,13.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,SECRETARIAT COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,250.0,4.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,STREETLIGHT,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,9109.0,68.5
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,STREETLIGHT1,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,190,126.0,93334.0,920.55
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TELECOM NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,94.0,15.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TNGOS HYEDRABAD II,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,394.0,13.75
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TNGOS RANGA REDDY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,86.0,2.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,G LAMBADI TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,4056.0,19.25
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GOPANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,813.0,11.75
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,MANIKONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,1.0,7.0,30.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,P P VILLAGE&OUTER RING ROAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1.0,50.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PANCHAVATI COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,8953.0,6.25
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,3981.0,98.5
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,PUPPAL GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,3.0,1.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,ALLAPUR STREET LIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,100,100.0,27528.0,314.87
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,AYYAPPA SOCIETY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,2.0,2.5
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,AYYAPPA SOCIETY COMMON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,104.0,4.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,GAYATRI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,5.0,10.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,GAYATRINAGAR2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,67.0,5.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,GURU KUL TRUST,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,630.0,8.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,HV GOPANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,2191.0,42.5
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,"K.S.NAGAR, RANAPRATAP NAGAR",LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,479.0,5.75
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,"NEW ALLAPUR, PANDITHNEHRU NAGA",LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,967.0,6.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,"PADMAVATHI NAGAR, RK SOCIETY",LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,669.0,5.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,PARWATH NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,186.0,2.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,PARWATHNAGAR-3,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1400.0,13.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-STL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,171,155.0,45084.0,441.64
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1776.0,18.5
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA MYTHRI NAGAR ,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,87.0,7.75
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA VILLAGE PART,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,2.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NTR NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1332.0,2.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,STREETLIGHTS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,178,178.0,69543.0,582.35
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SHIVA BASTI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,401.0,2.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,"STREET LIGHTS,AYYAPPA SOCIETY",LOCALBODIES-STREETLIGHT/PWS SCHEME,6,105,84.0,14214.0,444.33
