circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,CHALLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1597.0,24.0
VIKARABAD,TANDUR,TANDUR,BANTWARAM,BANTARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,35,23.0,10865.0,68.0
VIKARABAD,TANDUR,TANDUR,BANTWARAM,BASWAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,4236.0,12.5
VIKARABAD,TANDUR,TANDUR,BANTWARAM,BOPUNAARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,2297.0,30.25
VIKARABAD,TANDUR,TANDUR,BANTWARAM,MADHAVAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2874.0,7.5
VIKARABAD,TANDUR,TANDUR,BANTWARAM,MALA SOMARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,3597.0,19.75
VIKARABAD,TANDUR,TANDUR,BANTWARAM,MANGOREPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,251.0,1.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RAMSINGH TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,473.0,4.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,REGONDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,5753.0,13.0
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUDRARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1793.0,10.5
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUKMA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,7622.0,13.5
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTE PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,340.0,4.0
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,6205.0,34.25
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THIMSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1492.0,6.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,TIMSAN PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,42.0,2.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,CHAKAL PALLY &TANDAS,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,9.0,661.0,19.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,CHOWDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,21.0,2888.0,29.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,K.M.TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,115.0,7.25
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KANMAN KALVA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,1380.0,23.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KISTAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,192.0,8.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KOTHA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,932.0,17.25
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KOTHAPALLY TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,188.0,15.5
VIKARABAD,VIKARABAD,PARGI,PARGI,SONDEPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,347.0,11.95
VIKARABAD,VIKARABAD,PARGI,PARGI,SULTHAN PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2161.0,24.25
VIKARABAD,VIKARABAD,PARGI,PARGI,SYED MALKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3364.0,22.45
VIKARABAD,VIKARABAD,PARGI,PARGI,SYED PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,2394.0,45.5
VIKARABAD,VIKARABAD,PARGI,PARGI,THONDA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1756.0,33.5
VIKARABAD,VIKARABAD,PARGI,PARGI,YABAJIGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1741.0,11.25
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,GHAN PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,245.0,21.13
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,GUNDLA MAARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2643.0,14.38
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,JAMSHED PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,796.0,5.75
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,KALKODA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,6.0,2195.0,35.93
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,KOMSHETTY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1471.0,29.85
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,KOTHLA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,188.0,41.73
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,EK MAMIDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,2815.0,32.95
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,ETHIRAJ PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,1781.0,21.98
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GANGEDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,5.0,1275.0,22.48
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GUBBADI FATHEPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,2.0,362.0,37.07
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GULLLA GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,190.0,8.25
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KADICHARLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,186.0,8.65
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,CHANDRAKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,813.0,21.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,DASARI GUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,31.0,3.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,DESAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,823.0,10.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,DEVAR FASALWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,2341.0,15.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,DOULATABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,2797.0,45.0
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,EERLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,823.0,12.0
VIKARABAD,TANDUR,TANDUR,BANTWARAM,NAGARAM TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1336.0,12.25
VIKARABAD,TANDUR,TANDUR,BANTWARAM,NOORLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,296.0,1.0
VIKARABAD,TANDUR,TANDUR,BANTWARAM,ROMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,3065.0,24.88
VIKARABAD,TANDUR,TANDUR,BANTWARAM,SALBATHA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,615.0,16.88
VIKARABAD,TANDUR,TANDUR,BANTWARAM,SULTHANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,3706.0,19.0
VIKARABAD,TANDUR,TANDUR,BANTWARAM,TURMAMIDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,17644.0,38.5
VIKARABAD,TANDUR,TANDUR,BANTWARAM,YACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,251.0,11.5
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,UMLANAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,938.0,11.5
VIKARABAD,TANDUR,TANDUR,TANDUR,CCI & MARIKAMBA COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1408.0,23.75
VIKARABAD,TANDUR,TANDUR,TANDUR,HAMALI BASTHI & DEVI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,2884.0,20.5
VIKARABAD,TANDUR,TANDUR,TANDUR,INDIRAMMA COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,628.0,20.0
VIKARABAD,TANDUR,TANDUR,TANDUR,INDRA NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1811.0,14.0
VIKARABAD,TANDUR,TANDUR,TANDUR,MALREDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,850.0,12.5
VIKARABAD,TANDUR,TANDUR,TANDUR,N T R COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,495.0,5.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,LINGAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,18.0,637.0,25.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,LINGANNAPALLY KPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,70.0,5.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,M MALKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,171.0,7.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,M VENKATAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,11.0,591.0,16.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,MANDIPAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,12.0,2218.0,22.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,MARIKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,14.0,1347.0,36.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,MOGULLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,163.0,5.0
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,KOTMAR PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,1702.0,35.75
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,KUDU GUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,17.0,10.38
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,MALLIKARJUNAGIRI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1185.0,5.75
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,MAR PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,50,38.0,8982.0,169.6
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,MOGILI GUNDLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,345.0,7.75
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,NARSA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,8.0,2257.0,28.73
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KESHAV PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,6.0,224.0,21.3
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KOZZA VANAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,584.0,11.8
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KUMMARI GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,688.0,10.38
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,LINGAM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,2.0,79.0,14.9
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MAADHAARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,7692.0,20.4
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,GOKUL FASALWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,23.0,1819.0,34.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,GUNDALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,480.0,7.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,GUNDEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,9.0,11.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,IMDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,814.0,5.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,KOUDEED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,745.0,7.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,KUPPAGIRI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,893.0,6.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,ALLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,339.0,7.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,ALLAPUR-B,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,324.0,1.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,ANKENAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,175.0,2.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,BABUNAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,750.0,9.8
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,BAHADUR PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,7.0,649.0,12.25
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,BASHIRABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,39,39.0,14658.0,112.38
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,BHOJYA NAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,2952.0,16.25
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,BOJYANAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,1.0,172.0,1.75
VIKARABAD,TANDUR,TANDUR,TANDUR,NTR COLONY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,3488.0,24.25
VIKARABAD,TANDUR,TANDUR,TANDUR,OLD TANDUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,29,29.0,6389.0,64.5
VIKARABAD,TANDUR,TANDUR,TANDUR,OLD TANDUR2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,47,47.0,8804.0,38.25
VIKARABAD,TANDUR,TANDUR,TANDUR,RAJIV GRUHAKALPA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1148.0,9.0
VIKARABAD,TANDUR,TANDUR,TANDUR,SAIPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,27.0,6542.0,56.0
VIKARABAD,TANDUR,TANDUR,TANDUR,SAIPUR 2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1616.0,39.0
VIKARABAD,TANDUR,TANDUR,TANDUR,TANDOOR10,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2280.0,17.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,PURSUM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,80.0,5.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,TANGELLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,29.0,3.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,VEERAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,9.0,2635.0,20.25
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,VITTALAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,14.0,1522.0,21.5
VIKARABAD,VIKARABAD,PARGI,DOMA,AINAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,4857.0,19.25
VIKARABAD,VIKARABAD,PARGI,DOMA,ANTHI REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,310.0,5.5
VIKARABAD,VIKARABAD,PARGI,DOMA,BADEMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,2153.0,17.5
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,PANCHA LINGAALU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3008.0,33.43
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,PATLOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,24.0,5449.0,67.65
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,PEDDA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,573.0,8.13
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,PILI GUNDLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,4.0,2419.0,22.9
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,RAMA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,1.0
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,RAVAL PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,6.0,1343.0,23.15
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,SHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,2.0,425.0,16.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MADI REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,8.0,1510.0,26.12
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MAMDAN PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2020.0,5.4
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MEENA PALLY KALAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1759.0,21.12
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MOOLA MADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,710.0,15.25
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MUBARAK PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,2.0,84.0,33.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MYDHAP KHAN GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,109.0,12.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,LOTHIGUNTA TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,185.0,5.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,MATOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,3098.0,18.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,NAGSAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2309.0,10.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,NANDARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,752.0,10.75
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,NARSAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,597.0,8.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,NITOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,146.0,14.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,DAMARCHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,1889.0,33.5
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,EKMAI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,13.0,2473.0,32.0
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,GANGWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,117.0,6.25
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,GOTIKA KALAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,357.0,1.75
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,GOTIKA KHURD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,701.0,11.7
VIKARABAD,TANDUR,TANDUR,BASHEERABAD,GOTTIKA KALAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,3207.0,11.0
VIKARABAD,TANDUR,TANDUR,TANDUR,TANDOOR6,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,5415.0,39.56
VIKARABAD,TANDUR,TANDUR,TANDUR,TANDOOR7,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,7626.0,47.0
VIKARABAD,TANDUR,TANDUR,TANDUR,TANDOOR8,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,6061.0,59.25
VIKARABAD,TANDUR,TANDUR,TANDUR,TANDUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,3600.0,73.75
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,ALLAPOOR S,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,4893.0,9.55
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,ALLAPUR S,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,467.0,4.25
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,ANTHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,7257.0,30.35
VIKARABAD,TANDUR,TANDUR,TANDUR-RURAL,ANTHARAM TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1128.0,3.5
VIKARABAD,VIKARABAD,PARGI,DOMA,BASPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,527.0,14.25
VIKARABAD,VIKARABAD,PARGI,DOMA,BATLA CHANDARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,380.0,3.75
VIKARABAD,VIKARABAD,PARGI,DOMA,BOM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2182.0,15.88
VIKARABAD,VIKARABAD,PARGI,DOMA,BRAHMANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,892.0,23.0
VIKARABAD,VIKARABAD,PARGI,DOMA,BUDLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,566.0,16.0
VIKARABAD,VIKARABAD,PARGI,DOMA,D KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,143.0,1.75
VIKARABAD,VIKARABAD,PARGI,DOMA,DADAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,1259.0,22.5
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ALLA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,5.0,2664.0,17.57
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ALLI PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,6.0,318.0,10.46
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,AM PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,761.0,13.07
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ANTHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,93.0,12.45
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,SIR PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,12.0,946.0,34.98
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,THIMMA PUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,479.0,7.53
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,THUMMAL PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,7.0,4730.0,42.56
VIKARABAD,VIKARABAD,VIKARABAD,MARPALLI,VERLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,4.0,24.0,15.4
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,AMREDI KALAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,226.0,16.21
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,AMREDI KHURD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,384.0,18.3
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,NAGI REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,660.0,13.49
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,NARE GUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,472.0,16.98
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,NAWAB PET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,1635.0,45.61
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,POOLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,335.0,17.6
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,PUL MAAMDI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,2518.0,26.9
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,POLKAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,729.0,13.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,RYALAGUTTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,47.0,2.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,SALEEMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,228.0,2.5
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,SANGAIPALY TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,270.0,3.0
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,SULTANPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,946.0,15.25
VIKARABAD,TANDUR,KODANGAL,DOULATABAD,SURAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1275.0,12.25
